id,name,zip_code,district_court,land_office,finance_and_tax_bureau,police_station,irs,home_office,country_id,created_at,updated_at
187,中埔鄉,606,"","","","","","",15,2020-07-20 02:58:33.747798,2020-07-20 02:58:33.747798
188,大埔鄉,607,"","","","","","",15,2020-07-20 02:58:33.750187,2020-07-20 02:58:33.750187
189,水上鄉,608,"","","","","","",15,2020-07-20 02:58:33.752534,2020-07-20 02:58:33.752534
190,鹿草鄉,611,"","","","","","",15,2020-07-20 02:58:33.930937,2020-07-20 02:58:33.930937
191,太保市,612,"","","","","","",15,2020-07-20 02:58:33.933428,2020-07-20 02:58:33.933428
192,朴子市,613,"","","","","","",15,2020-07-20 02:58:33.935706,2020-07-20 02:58:33.935706
193,東石鄉,614,"","","","","","",15,2020-07-20 02:58:33.938707,2020-07-20 02:58:33.938707
194,六腳鄉,615,"","","","","","",15,2020-07-20 02:58:33.941583,2020-07-20 02:58:33.941583
195,新港鄉,616,"","","","","","",15,2020-07-20 02:58:33.944588,2020-07-20 02:58:33.944588
196,民雄鄉,621,"","","","","","",15,2020-07-20 02:58:33.947578,2020-07-20 02:58:33.947578
197,大林鎮,622,"","","","","","",15,2020-07-20 02:58:33.950547,2020-07-20 02:58:33.950547
198,溪口鄉,623,"","","","","","",15,2020-07-20 02:58:33.953561,2020-07-20 02:58:33.953561
199,義竹鄉,624,"","","","","","",15,2020-07-20 02:58:33.956479,2020-07-20 02:58:33.956479
200,布袋鎮,625,"","","","","","",15,2020-07-20 02:58:33.95947,2020-07-20 02:58:33.95947
201,斗南鎮,630,"","","","","","",16,2020-07-20 02:58:33.962436,2020-07-20 02:58:33.962436
202,大埤鄉,631,"","","","","","",16,2020-07-20 02:58:33.965314,2020-07-20 02:58:33.965314
203,虎尾鎮,632,"","","","","","",16,2020-07-20 02:58:33.968582,2020-07-20 02:58:33.968582
204,土庫鎮,633,"","","","","","",16,2020-07-20 02:58:33.971439,2020-07-20 02:58:33.971439
205,褒忠鄉,634,"","","","","","",16,2020-07-20 02:58:33.974549,2020-07-20 02:58:33.974549
206,東勢鄉,635,"","","","","","",16,2020-07-20 02:58:33.9776,2020-07-20 02:58:33.9776
207,台西鄉,636,"","","","","","",16,2020-07-20 02:58:33.98049,2020-07-20 02:58:33.98049
208,崙背鄉,637,"","","","","","",16,2020-07-20 02:58:33.983319,2020-07-20 02:58:33.983319
209,麥寮鄉,638,"","","","","","",16,2020-07-20 02:58:33.986178,2020-07-20 02:58:33.986178
210,斗六市,640,"","","","","","",16,2020-07-20 02:58:33.988998,2020-07-20 02:58:33.988998
211,林內鄉,643,"","","","","","",16,2020-07-20 02:58:33.992008,2020-07-20 02:58:33.992008
212,古坑鄉,646,"","","","","","",16,2020-07-20 02:58:33.995014,2020-07-20 02:58:33.995014
213,莿桐鄉,647,"","","","","","",16,2020-07-20 02:58:33.997819,2020-07-20 02:58:33.997819
214,西螺鎮,648,"","","","","","",16,2020-07-20 02:58:34.000441,2020-07-20 02:58:34.000441
215,二崙鄉,649,"","","","","","",16,2020-07-20 02:58:34.002912,2020-07-20 02:58:34.002912
216,北港鎮,651,"","","","","","",16,2020-07-20 02:58:34.005314,2020-07-20 02:58:34.005314
217,水林鄉,652,"","","","","","",16,2020-07-20 02:58:34.007549,2020-07-20 02:58:34.007549
218,口湖鄉,653,"","","","","","",16,2020-07-20 02:58:34.010053,2020-07-20 02:58:34.010053
219,四湖鄉,654,"","","","","","",16,2020-07-20 02:58:34.012614,2020-07-20 02:58:34.012614
220,元長鄉,655,"","","","","","",16,2020-07-20 02:58:34.015085,2020-07-20 02:58:34.015085
225,安平區,708,臺南,臺南,臺南分局,"",臺南分局,"",17,2020-07-20 02:58:34.026982,2020-07-20 02:58:34.026982
226,安南區,709,臺南,安南,安南分局,"",安南稽徵所,"",17,2020-07-20 02:58:34.029344,2020-07-20 02:58:34.029344
227,永康區,710,臺南,永康,新化分局,"",新化稽徵所,"",17,2020-07-20 02:58:34.031773,2020-07-20 02:58:34.031773
228,歸仁區,711,臺南,歸仁,新化分局,"",新化稽徵所,"",17,2020-07-20 02:58:34.034128,2020-07-20 02:58:34.034128
229,新化區,712,臺南,新化,新化分局,"",新化稽徵所,"",17,2020-07-20 02:58:34.036464,2020-07-20 02:58:34.036464
230,左鎮區,713,臺南,新化,新化分局,"",新化稽徵所,"",17,2020-07-20 02:58:34.038881,2020-07-20 02:58:34.038881
231,玉井區,714,臺南,玉井,新化分局,"",新化稽徵所,"",17,2020-07-20 02:58:34.041147,2020-07-20 02:58:34.041147
232,楠西區,715,臺南,玉井,新化分局,"",新化稽徵所,"",17,2020-07-20 02:58:34.04348,2020-07-20 02:58:34.04348
233,南化區,716,臺南,玉井,新化分局,"",新化稽徵所,"",17,2020-07-20 02:58:34.045808,2020-07-20 02:58:34.045808
234,仁德區,717,臺南,歸仁,���化分局,"",新化稽徵所,"",17,2020-07-20 02:58:34.048064,2020-07-20 02:58:34.048064
235,關廟區,718,臺南,歸仁,新化分局,"",新化稽徵所,"",17,2020-07-20 02:58:34.05034,2020-07-20 02:58:34.05034
236,龍崎區,719,臺南,歸仁,新化分局,"",新化稽徵所,"",17,2020-07-20 02:58:34.052593,2020-07-20 02:58:34.052593
237,官田區,720,臺南,麻豆,新化分局,"",新化稽徵所,"",17,2020-07-20 02:58:34.240431,2020-07-20 02:58:34.240431
238,麻豆區,721,臺南,麻豆,佳里分局,"",佳里稽徵所,"",17,2020-07-20 02:58:34.242886,2020-07-20 02:58:34.242886
239,佳里區,722,臺南,佳里,佳里分局,"",佳里稽徵所,"",17,2020-07-20 02:58:34.245109,2020-07-20 02:58:34.245109
240,西港區,723,臺南,佳里,佳里分局,"",佳里稽徵所,"",17,2020-07-20 02:58:34.248231,2020-07-20 02:58:34.248231
241,七股區,724,"","","","","","",17,2020-07-20 02:58:34.251071,2020-07-20 02:58:34.251071
242,將軍區,725,臺南,佳里,佳里分局,"",佳里稽徵所,"",17,2020-07-20 02:58:34.25955,2020-07-20 02:58:34.25955
243,學甲區,726,臺南,佳里,佳里分局,"",佳里稽徵所,"",17,2020-07-20 02:58:34.263531,2020-07-20 02:58:34.263531
244,北門區,727,臺南,佳里,佳里分局,"",佳里稽徵所,"",17,2020-07-20 02:58:34.266502,2020-07-20 02:58:34.266502
245,新營區,730,臺南,鹽水,新營分局,"",新營分局,"",17,2020-07-20 02:58:34.26942,2020-07-20 02:58:34.26942
246,後壁區,731,臺南,白河,新營分局,"",新營分局,"",17,2020-07-20 02:58:34.272404,2020-07-20 02:58:34.272404
247,白河區,732,臺南,白河,新營分局,"",新營分局,"",17,2020-07-20 02:58:34.275514,2020-07-20 02:58:34.275514
248,東山區,733,臺南,白河,新營分局,"",新營分局,"",17,2020-07-20 02:58:34.278523,2020-07-20 02:58:34.278523
249,六甲區,734,臺南,麻豆,新營分局,"",新營分局,"",17,2020-07-20 02:58:34.281426,2020-07-20 02:58:34.281426
250,下營區,735,臺南,麻豆,新營分局,"",新營分局,"",17,2020-07-20 02:58:34.28468,2020-07-20 02:58:34.28468
251,柳營區,736,臺南,鹽水,新營分局,"",新營分局,"",17,2020-07-20 02:58:34.287716,2020-07-20 02:58:34.287716
252,鹽水區,737,臺南,鹽水,新營分局,"",新營分局,"",17,2020-07-20 02:58:34.290953,2020-07-20 02:58:34.290953
253,善化區,741,臺南,新化,新營分局,"",新營分局,"",17,2020-07-20 02:58:34.294267,2020-07-20 02:58:34.294267
254,大內區,742,臺南,麻豆,新營分局,"",新營分局,"",17,2020-07-20 02:58:34.297319,2020-07-20 02:58:34.297319
255,山上區,743,臺南,新化,新化分局,"",新化稽徵所,"",17,2020-07-20 02:58:34.300461,2020-07-20 02:58:34.300461
256,新市區,744,臺南,新化,新化分局,"",新化稽徵所,"",17,2020-07-20 02:58:34.303543,2020-07-20 02:58:34.303543
257,安定區,745,臺南,新化,佳里分局,"",佳里稽徵所,"",17,2020-07-20 02:58:34.306603,2020-07-20 02:58:34.306603
258,新興區,800,高雄,新興,新興分處,"","","",18,2020-07-20 02:58:34.309545,2020-07-20 02:58:34.309545
259,前金區,801,高雄,鹽埕,鹽埕分處,"","","",18,2020-07-20 02:58:34.312646,2020-07-20 02:58:34.312646
260,苓雅區,802,高雄,新興,新興分處,"","","",18,2020-07-20 02:58:34.315714,2020-07-20 02:58:34.315714
261,鹽埕區,803,高雄,鹽埕,鹽埕分處,"","","",18,2020-07-20 02:58:34.318788,2020-07-20 02:58:34.318788
262,鼓山區,804,高雄,鹽埕,鹽埕分處,"","","",18,2020-07-20 02:58:34.321656,2020-07-20 02:58:34.321656
263,旗津區,805,高雄,鹽埕,鹽埕分處,"","","",18,2020-07-20 02:58:34.324255,2020-07-20 02:58:34.324255
264,前鎮區,806,高雄,前鎮,前鎮,"","","",18,2020-07-20 02:58:34.326751,2020-07-20 02:58:34.326751
265,三民區,807,高雄,三民,三民,"","","",18,2020-07-20 02:58:34.329139,2020-07-20 02:58:34.329139
266,楠梓區,811,橋頭,楠梓,楠梓,"","","",18,2020-07-20 02:58:34.331548,2020-07-20 02:58:34.331548
267,小港區,812,高雄,前鎮,前鎮,"","","",18,2020-07-20 02:58:34.333942,2020-07-20 02:58:34.333942
268,左營區,813,橋頭,楠梓,左營分處,"","","",18,2020-07-20 02:58:34.336287,2020-07-20 02:58:34.336287
269,仁武區,814,橋頭,仁武,仁武,"","","",18,2020-07-20 02:58:34.338607,2020-07-20 02:58:34.338607
270,大社區,815,橋頭,仁武,仁武,"","","",18,2020-07-20 02:58:34.340912,2020-07-20 02:58:34.340912
271,岡山區,820,橋頭,岡山,岡山分處,"","","",18,2020-07-20 02:58:34.343282,2020-07-20 02:58:34.343282
272,路竹區,821,橋頭,路竹,岡山分處,"","","",18,2020-07-20 02:58:34.345595,2020-07-20 02:58:34.345595
273,阿蓮區,822,橋頭,路竹,岡山分處,"","","",18,2020-07-20 02:58:34.34791,2020-07-20 02:58:34.34791
274,田寮區,823,橋頭,路竹,岡山分處,"","","",18,2020-07-20 02:58:34.350271,2020-07-20 02:58:34.350271
275,燕巢區,824,橋頭,岡山,岡山分處,"","","",18,2020-07-20 02:58:34.352684,2020-07-20 02:58:34.352684
222,東區,701,臺南,東南,臺南分局,"","","",17,2020-07-20 02:58:34.019874,2020-07-21 01:45:23.006479
223,南區,702,臺南,東南,臺南分局,"","","",17,2020-07-20 02:58:34.022241,2020-07-21 01:45:29.438048
276,橋頭區,825,橋頭,岡山,岡山分處,"","","",18,2020-07-20 02:58:34.355012,2020-07-20 02:58:34.355012
277,梓官區,826,橋頭,岡山,岡山分處,"","","",18,2020-07-20 02:58:34.357511,2020-07-20 02:58:34.357511
278,彌陀區,827,橋頭,岡山,岡山分處,"","","",18,2020-07-20 02:58:34.36014,2020-07-20 02:58:34.36014
279,永安區,828,橋頭,岡山,岡山分處,"","","",18,2020-07-20 02:58:34.362525,2020-07-20 02:58:34.362525
280,湖內區,829,橋頭,路竹,岡山分處,"","","",18,2020-07-20 02:58:34.364809,2020-07-20 02:58:34.364809
281,鳳山區,830,高雄,鳳山,鳳山分處,"","","",18,2020-07-20 02:58:34.367195,2020-07-20 02:58:34.367195
282,大寮區,831,高雄,大寮,大寮,"","","",18,2020-07-20 02:58:34.369457,2020-07-20 02:58:34.369457
283,林園區,832,高雄,大寮,大寮,"","","",18,2020-07-20 02:58:34.561094,2020-07-20 02:58:34.561094
284,鳥松區,833,橋頭,仁武,仁武,"","","",18,2020-07-20 02:58:34.564003,2020-07-20 02:58:34.564003
285,大樹區,840,橋頭,鳳山,仁武,"","","",18,2020-07-20 02:58:34.566287,2020-07-20 02:58:34.566287
286,旗山區,842,橋頭,旗山,旗山分處,"","","",18,2020-07-20 02:58:34.569776,2020-07-20 02:58:34.569776
287,美濃區,843,橋頭,美濃,旗山分處,"","","",18,2020-07-20 02:58:34.573379,2020-07-20 02:58:34.573379
288,六龜區,844,橋頭,美濃,旗山分處,"","","",18,2020-07-20 02:58:34.576904,2020-07-20 02:58:34.576904
289,內門區,845,橋頭,旗山,旗山分處,"","","",18,2020-07-20 02:58:34.5829,2020-07-20 02:58:34.5829
290,杉林區,846,橋頭,旗山,旗山分處,"","","",18,2020-07-20 02:58:34.586333,2020-07-20 02:58:34.586333
291,甲仙區,847,橋頭,旗山,旗山分處,"","","",18,2020-07-20 02:58:34.589457,2020-07-20 02:58:34.589457
292,桃源區,848,橋頭,美濃,旗山分處,"","","",18,2020-07-20 02:58:34.592307,2020-07-20 02:58:34.592307
293,那瑪夏區,849,橋頭,旗山,旗山分處,"","","",18,2020-07-20 02:58:34.595133,2020-07-20 02:58:34.595133
294,茂林區,851,橋頭,美濃,旗山分處,"","","",18,2020-07-20 02:58:34.598054,2020-07-20 02:58:34.598054
295,茄萣區,852,橋頭,路竹,岡山分處,"","","",18,2020-07-20 02:58:34.600964,2020-07-20 02:58:34.600964
296,東沙群島,817,"","","","","","",19,2020-07-20 02:58:34.604065,2020-07-20 02:58:34.604065
297,南沙群島,819,"","","","","","",19,2020-07-20 02:58:34.60712,2020-07-20 02:58:34.60712
298,馬公市,880,"","","","","","",20,2020-07-20 02:58:34.610102,2020-07-20 02:58:34.610102
299,西嶼鄉,881,"","","","","","",20,2020-07-20 02:58:34.613026,2020-07-20 02:58:34.613026
300,望安鄉,882,"","","","","","",20,2020-07-20 02:58:34.615918,2020-07-20 02:58:34.615918
301,七美鄉,883,"","","","","","",20,2020-07-20 02:58:34.618904,2020-07-20 02:58:34.618904
302,白沙鄉,884,"","","","","","",20,2020-07-20 02:58:34.621821,2020-07-20 02:58:34.621821
303,湖西鄉,885,"","","","","","",20,2020-07-20 02:58:34.624667,2020-07-20 02:58:34.624667
304,金沙鎮,890,"","","","","","",21,2020-07-20 02:58:34.627666,2020-07-20 02:58:34.627666
305,金湖鎮,891,"","","","","","",21,2020-07-20 02:58:34.630608,2020-07-20 02:58:34.630608
306,金寧鄉,892,"","","","","","",21,2020-07-20 02:58:34.633575,2020-07-20 02:58:34.633575
307,金城鎮,893,"","","","","","",21,2020-07-20 02:58:34.636463,2020-07-20 02:58:34.636463
308,烈嶼鄉,894,"","","","","","",21,2020-07-20 02:58:34.63927,2020-07-20 02:58:34.63927
309,烏坵鄉,896,"","","","","","",21,2020-07-20 02:58:34.642263,2020-07-20 02:58:34.642263
310,屏東市,900,"","","","","","",22,2020-07-20 02:58:34.645166,2020-07-20 02:58:34.645166
311,三地門鄉,901,"","","","","","",22,2020-07-20 02:58:34.648086,2020-07-20 02:58:34.648086
312,霧台鄉,902,"","","","","","",22,2020-07-20 02:58:34.650849,2020-07-20 02:58:34.650849
313,瑪家鄉,903,"","","","","","",22,2020-07-20 02:58:34.653719,2020-07-20 02:58:34.653719
314,九如鄉,904,"","","","","","",22,2020-07-20 02:58:34.656613,2020-07-20 02:58:34.656613
315,里港鄉,905,"","","","","","",22,2020-07-20 02:58:34.659479,2020-07-20 02:58:34.659479
316,高樹鄉,906,"","","","","","",22,2020-07-20 02:58:34.66913,2020-07-20 02:58:34.66913
317,鹽埔鄉,907,"","","","","","",22,2020-07-20 02:58:34.671658,2020-07-20 02:58:34.671658
318,長治鄉,908,"","","","","","",22,2020-07-20 02:58:34.674178,2020-07-20 02:58:34.674178
319,麟洛鄉,909,"","","","","","",22,2020-07-20 02:58:34.676547,2020-07-20 02:58:34.676547
320,竹田鄉,911,"","","","","","",22,2020-07-20 02:58:34.678867,2020-07-20 02:58:34.678867
321,內埔鄉,912,"","","","","","",22,2020-07-20 02:58:34.68113,2020-07-20 02:58:34.68113
322,萬丹鄉,913,"","","","","","",22,2020-07-20 02:58:34.683461,2020-07-20 02:58:34.683461
323,潮州鎮,920,"","","","","","",22,2020-07-20 02:58:34.685801,2020-07-20 02:58:34.685801
324,泰武鄉,921,"","","","","","",22,2020-07-20 02:58:34.688076,2020-07-20 02:58:34.688076
325,來義鄉,922,"","","","","","",22,2020-07-20 02:58:34.690609,2020-07-20 02:58:34.690609
326,萬巒鄉,923,"","","","","","",22,2020-07-20 02:58:34.692954,2020-07-20 02:58:34.692954
327,崁頂鄉,924,"","","","","","",22,2020-07-20 02:58:34.695205,2020-07-20 02:58:34.695205
328,新埤鄉,925,"","","","","","",22,2020-07-20 02:58:34.697485,2020-07-20 02:58:34.697485
329,南州鄉,926,"","","","","","",22,2020-07-20 02:58:34.699687,2020-07-20 02:58:34.699687
330,林邊鄉,927,"","","","","","",22,2020-07-20 02:58:34.702009,2020-07-20 02:58:34.702009
331,東港鎮,928,"","","","","","",22,2020-07-20 02:58:34.704434,2020-07-20 02:58:34.704434
332,琉球鄉,929,"","","","","","",22,2020-07-20 02:58:34.706706,2020-07-20 02:58:34.706706
333,佳冬鄉,931,"","","","","","",22,2020-07-20 02:58:34.708912,2020-07-20 02:58:34.708912
334,新園鄉,932,"","","","","","",22,2020-07-20 02:58:34.711178,2020-07-20 02:58:34.711178
335,枋寮鄉,940,"","","","","","",22,2020-07-20 02:58:34.713415,2020-07-20 02:58:34.713415
336,枋山鄉,941,"","","","","","",22,2020-07-20 02:58:34.715605,2020-07-20 02:58:34.715605
337,春日鄉,942,"","","","","","",22,2020-07-20 02:58:34.718018,2020-07-20 02:58:34.718018
338,獅子鄉,943,"","","","","","",22,2020-07-20 02:58:34.720384,2020-07-20 02:58:34.720384
339,車城鄉,944,"","","","","","",22,2020-07-20 02:58:34.722749,2020-07-20 02:58:34.722749
340,牡丹鄉,945,"","","","","","",22,2020-07-20 02:58:34.725107,2020-07-20 02:58:34.725107
341,恆春鎮,946,"","","","","","",22,2020-07-20 02:58:34.727744,2020-07-20 02:58:34.727744
342,滿州鄉,947,"","","","","","",22,2020-07-20 02:58:34.730086,2020-07-20 02:58:34.730086
343,台東市,950,"","","","","","",23,2020-07-20 02:58:34.732409,2020-07-20 02:58:34.732409
344,綠島鄉,951,"","","","","","",23,2020-07-20 02:58:34.8947,2020-07-20 02:58:34.8947
345,蘭嶼鄉,952,"","","","","","",23,2020-07-20 02:58:34.897263,2020-07-20 02:58:34.897263
346,延平鄉,953,"","","","","","",23,2020-07-20 02:58:34.899617,2020-07-20 02:58:34.899617
347,卑南鄉,954,"","","","","","",23,2020-07-20 02:58:34.902052,2020-07-20 02:58:34.902052
348,鹿野鄉,955,"","","","","","",23,2020-07-20 02:58:34.90431,2020-07-20 02:58:34.90431
349,關山鎮,956,"","","","","","",23,2020-07-20 02:58:34.906796,2020-07-20 02:58:34.906796
350,海端鄉,957,"","","","","","",23,2020-07-20 02:58:34.909221,2020-07-20 02:58:34.909221
351,池上鄉,958,"","","","","","",23,2020-07-20 02:58:34.911642,2020-07-20 02:58:34.911642
352,東河鄉,959,"","","","","","",23,2020-07-20 02:58:34.913988,2020-07-20 02:58:34.913988
353,成功鎮,961,"","","","","","",23,2020-07-20 02:58:34.916278,2020-07-20 02:58:34.916278
354,長濱鄉,962,"","","","","","",23,2020-07-20 02:58:34.918527,2020-07-20 02:58:34.918527
355,太麻里鄉,963,"","","","","","",23,2020-07-20 02:58:34.920728,2020-07-20 02:58:34.920728
356,金峰鄉,964,"","","","","","",23,2020-07-20 02:58:34.923085,2020-07-20 02:58:34.923085
357,大武鄉,965,"","","","","","",23,2020-07-20 02:58:34.925494,2020-07-20 02:58:34.925494
358,達仁鄉,966,"","","","","","",23,2020-07-20 02:58:34.927899,2020-07-20 02:58:34.927899
359,花蓮市,970,"","","","","","",24,2020-07-20 02:58:34.93045,2020-07-20 02:58:34.93045
360,新城鄉,971,"","","","","","",24,2020-07-20 02:58:34.932804,2020-07-20 02:58:34.932804
361,秀林鄉,972,"","","","","","",24,2020-07-20 02:58:34.935233,2020-07-20 02:58:34.935233
362,吉安鄉,973,"","","","","","",24,2020-07-20 02:58:34.937558,2020-07-20 02:58:34.937558
363,壽豐鄉,974,"","","","","","",24,2020-07-20 02:58:34.940083,2020-07-20 02:58:34.940083
364,鳳林鎮,975,"","","","","","",24,2020-07-20 02:58:34.942571,2020-07-20 02:58:34.942571
365,光復鄉,976,"","","","","","",24,2020-07-20 02:58:34.944908,2020-07-20 02:58:34.944908
366,豐濱鄉,977,"","","","","","",24,2020-07-20 02:58:34.947211,2020-07-20 02:58:34.947211
367,瑞穗鄉,978,"","","","","","",24,2020-07-20 02:58:34.94947,2020-07-20 02:58:34.94947
368,萬榮鄉,979,"","","","","","",24,2020-07-20 02:58:34.951796,2020-07-20 02:58:34.951796
369,玉里鎮,981,"","","","","","",24,2020-07-20 02:58:34.954155,2020-07-20 02:58:34.954155
370,卓溪鄉,982,"","","","","","",24,2020-07-20 02:58:34.956591,2020-07-20 02:58:34.956591
371,富里鄉,983,"","","","","","",24,2020-07-20 02:58:35.198756,2020-07-20 02:58:35.198756
221,中西區,700,臺南,臺南,臺南分局,"","","",17,2020-07-20 02:58:34.01752,2020-07-21 01:43:41.44479
224,北區,704,臺南,臺南,臺南分局,"","","",17,2020-07-20 02:58:34.024715,2020-07-21 01:45:34.866807
